"STUDY_ID","REVIEWERS","INCLUDE","AUTHORS","YEAR","TITLE","JOURNAL","VOLUME","LPAGES","UPAGES","DOI","ABSTRACT"
"1675","laporta","NO","Keegan, R. and Aguinaga, L. and Fenelon, G. and Uribe, W. and Rodriguez Diez, G. and Scanavacca, M. and Patete, M. and Carhuaz, R.Z. and Labadet, C. and De Zuloaga, C. and Pozzer, D. and Scazzuso, F.","2015","The first Latin American catheter ablation registry","Europace","17","794","800","10.1093/europace/euu322","Aims To assess the results of transcatheter ablation of cardiac arrhythmias in Latin America and establish the first Latin American transcatheter ablation registry. Methods and results All ablation procedures performed between 1 January and 31 December 2012 were analysed retrospectively. Data were obtained on the characteristics and resources of participating centres (public or private institution, number of beds, cardiac surgery availability, type of room for the procedures, days per week assigned to electrophysiology procedures, type of fluoroscopy equipment, availability and type of electroanatomical mapping system, intracardiac echo, cryoablation, and number of electrophysiologists) and the results of 17 different ablation substrates: atrio-ventricular node reentrant tachycardia, typical atrial flutter, atypical atrial flutter, left free wall accessory pathway, right free wall accessory pathway, septal accessory pathway, right-sided focal atrial tachycardia, left-sided focal atrial tachycardia, paroxysmal atrial fibrillation, non-paroxysmal atrial fibrillation, atrio-ventricular node, premature ventricular complex, idiopathic ventricular tachycardia, post-myocardial infarction ventricular tachycardia, ventricular tachycardia in chronic chagasic cardiomyopathy, ventricular tachycardia in congenital heart disease, and ventricular tachycardias in other structural heart diseases. Data of 15 099 procedures were received from 120 centres in 13 participating countries (Argentina, Bolivia, Brazil, Chile, Colombia, Cuba, El Salvador, Guatemala, Mexico, Peru, Dominican Republic, Uruguay, and Venezuela). Accessory pathway was the group of arrhythmias most frequently ablated (31%), followed by atrio-ventricular node reentrant tachycardia (29%), typical atrial flutter (14%), and atrial fibrillation (11%). Overall success was 92% with the rate of global complications at 4% and mortality 0.05%. Conclusion Catheter ablation in Latin America can be considered effective and safe. © The Author 2015."
"1676","laporta","NO","Marrazzini, A. and Gaeta, R. and Fornaciari, G.","2015","PALEOPATHOLOGY OF PRE-COLUMBIAN MUMMIES AT THE MUSEUM OF ANTHROPOLOGY AND ETHNOLOGY IN FLORENCE","Medicina nei secoli","27","481","501",NA,"We performed a histopathological study on the mummified tissue specimens of seven pre-Columbian mummies which arrived in Italy in the second half of the 19th century and are housed in the Section of Anthropology and Ethnology of the Museum of Natural History of the University of Florence. The results confirm that the modern techniques of pathological anatomy can be successfidly applied on mummifed tissues, so as to perform important paleopathological diagnoses. Among the results obtained from this study there is the only known complete paleopathological study of Chagas' disease (American Trypanosomiasis), comprising macroscopic, microscopic and ultrastructural data, as well as information on atherosclerosis, anthracosis, emphysema and pneumonia."
"1677","laporta","NO","Ribas-Silva, R.C. and Navasconi, T.R. and de Souza Braga, L. and Leatte, E.P. and Skraba, C.M. and Conter, C.C. and Borelli, S.D. and Verzignassi Silveira, T.G.","2015","Serological and molecular investigation of cutaneous leishmaniasis in healthy individuals from an American Cutaneous Leishmaniasis-endemic region","American Journal of Infectious Diseases","11","20","25","10.3844/ajidsp.2015.20.25","American Cutaneous Leishmaniasis (ACL) is a major, clinically relevant zoonosis in Brazil. The disease spectrum includes single, localized, cutaneous ulcers, diffuse cutaneous leishmaniasis and mucosal disease. A subclinical form of the disease has also been described in individuals living in ACL-endemic regions. The goal of this study was to employ immunological and molecular diagnostic methods to evaluate the presence of subclinical ACL in healthy individuals from an ACL-endemic region in northwestern Paraná. Antibodies IgG were detected by enzyme-Linked Immunosorbent Assay (ELISA) and the positive samples were analyzed by indirect Immunofluorescence (IIF) for Leishmania braziliensis and Trypanosoma cruzi. Polymerase Chain Reaction (PCR), employing the MP3H/MP1L primers, amplified a fragment of Leishmania (Viannia) k-DNA. Of the 159 individuals analyzed, 31 presented ELISA-positive serology and 5 and 8 of these were IIF-positive for Leishmania and T. cruzi, respectively. All 159 individuals were PCR-negative. Most ELISA-positive individuals were males and the cities São Jorge do Ivaí and Doutor Camargo showed the highest prevalence of positive individuals. Our results reveal the presence of subclinical Leishmania infections in inhabitants of this region. Further investigation of this population may contribute to understanding the immune responses to ACL. © 2015 Rejane Cristina Ribas-Silva, Taisa Rocha Navasconi, Laís de SouzaBraga, Elen Paula Leatte, Cissiara Maneti Skraba, Carolina Cela Conter, Sueli D. Borelli and Thaís G. Verzignassi Silveira."
"1678","laporta","NO","Sueth-Santiago, V. and Franklim, T.N. and Lopes, N.D. and Lima, M.E.F.","2015","CYP51: Is it a good idea?","Revista Virtual de Quimica","7","539","575","10.5935/1984-6835.20150024","In this paper we discuss the main aspects of drugs targeting 14 -demethylase (CYP51) an enzyme belonging to the superfamily of cytochrome P450. Different isoforms of CYP51 are present in all living organisms, since the products of its metabolic pathway, such as steroids, are of fundamental importance in the homeostasis while maintaining the integrity, fluidity and permeability of the cell membranes. In man, the main steroid in the cell membrane is cholesterol, unlike what occurs in fungi and some protozoa, which instead have ergosterol. Apart from infections caused by fungus, whose impact on public health has grown markedly, we highlight the hemoflagellated protozoan Trypanosoma cruzi, the etiologic agent of Chagas disease (CD), or American trypanosomiasis. The progress achieved in recent decades in understanding the mechanism of action of antifungal azoles in clinical use as well as the knowledge about the structural differences between the isoforms of CYP51present in fungi and trypanosomatides allowed the design and synthesis of new molecules that are currently under clinical development for the treatment of CD. The drugs that act inhibiting the CYP51 may also bind to other oxidases such as aromatases responsible for the synthesis of hormones, as well as other cytochromes involved in the detoxification of xenobiotics. The toxic effects of new CYP51 inhibitors should be studied, in order to make possible the evaluation of the cost-effective use of molecules that act by this mechanism of action and that may become drugs for the treatment of infections caused by fungi and protozoa."
"1679","laporta","NO","Knight, J.M. and Zingales, B. and Bottazzi, M.E. and Hotez, P. and Zhan, B.","2014","Limited antigenic variation in the Trypanosoma cruzi candidate vaccine antigen TSA-1","Parasite Immunology","36","708","712","10.1111/pim.12130","Chagas disease (American trypanosomiasis caused by Trypanosoma cruzi) is one of the most important neglected tropical diseases in the Western Hemisphere. The toxicities and limited efficacies of current antitrypanosomal drugs have prompted a search for alternative technologies such as a therapeutic vaccine comprised of T. cruzi antigens, including a recombinant antigen encoding the N-terminal 65 kDa portion of Trypomastigote surface antigen-1 (TSA-1). With at least six known genetically distinct T. cruzi lineages, variability between the different lineages poses a unique challenge for the development of broadly effective therapeutic vaccine. The variability across the major lineages in the current vaccine candidate antigen TSA-1 has not previously been addressed. To assess the variation in TSA-1, we cloned and sequenced TSA-1 from several different T. cruzi strains representing three of the most clinically relevant lineages. Analysis of the different alleles showed limited variation in TSA-1 across the different strains and fit with the current theory for the evolution of the different lineages. Additionally, minimal variation in known antigenic epitopes for the HLA-A 02 allele suggests that interlineage variation in TSA-1 would not impair the range and efficacy of a vaccine containing TSA-1. © 2014 John Wiley & Sons Ltd."
"1680","laporta","NO","Queiroz, R.M.L. and Charneau, S. and Bastos, I.M.D. and Santana, J.M. and Sousa, M.V. and Roepstorff, P. and Ricart, C.A.O.","2014","Cell surface proteome analysis of human-hosted trypanosoma cruzi life stages","Journal of Proteome Research","13","3530","3541","10.1021/pr401120y","Chagas disease is a neglected infectious illness, caused by the protozoan Trypanosoma cruzi. It remains a challenging health issue in Latin America, where it is endemic, and so far there is no immunoprophylatic vaccine or satisfactory chemotherapic treatment for its chronic stage. The present work addressed the analysis of the plasma membrane (PM) subproteome from T. cruzi human-hosted life stages, trypomastigote and axenic amastigote, by two complementary PM protein enrichment techniques followed by identification using an LC-MS/MS approach. The results revealed an extensive repertoire of proteins in the PM subproteomes, including enzymes that might be suitable candidates for drug intervention. The comparison of the cell surface proteome among the life forms revealed some potentially stage-specific enzymes, although the majority was shared by both stages. Bioinformatic analysis showed that the vast majority of the identified proteins are membrane-derived and/or possess predicted transmembrane domains. They are mainly involved in host cell infection, protein adhesion, cell signaling, and the modulation of mammalian host immune response. Several virulence factors and proteins potentially capable of acting at a number of metabolic pathways of the host and also to regulate cell differentiation of the parasite itself were also found. © 2014 American Chemical Society."
"1681","laporta","NO","Silva, D.N. and De Freitas Souza, B.S. and Azevedo, C.M. and Vasconcelos, J.F. and Carvalho, R.H. and Soares, M.B.P. and Dos Santos, R.R.","2014","Intramyocardial transplantation of cardiac mesenchymal stem cells reduces myocarditis in a model of chronic Chagas disease cardiomyopathy","Stem Cell Research and Therapy","5",NA,NA,"10.1186/scrt470","Introduction. New therapeutic options are necessary for patients with chronic Chagas disease, a leading cause of heart failure in Latin American countries. Stem cell therapy focused on improving cardiac function is a promising approach for treating heart disease. Here, we evaluated the therapeutic effects of cardiac mesenchymal stem cells (CMSCs) in a mouse model of chronic Chagas disease. Methods. CMSCs were isolated from green fluorescent protein (GFP) transgenic C57BL/6 mouse hearts and tested for adipogenic, osteogenic, chondrogenic, endothelial, and cardiogenic differentiation potentials evaluated by histochemical and immunofluorescence techniques. A lymphoproliferation assay was performed to evaluate the immunomodulatory activity of CMSCs. To investigate the therapeutic potential of CMSCs, C57BL/6 mice chronically infected with Trypanosoma cruzi were treated with 10 6 CMSCs or saline (control) by echocardiography-guided injection into the left ventricle wall. All animals were submitted to cardiac histopathological and immunofluorescence analysis in heart sections from chagasic mice. Analysis by quantitative real-time reverse transcription polymerase chain reaction (qRT-PCR) was performed in the heart to evaluate the expression of cytokines involved in the inflammatory response. Results: CMSCs demonstrated adipogenic, osteogenic, and chondrogenic differentiation potentials. Moreover, these cells expressed endothelial cell and cardiomyocyte features upon defined stimulation culture conditions and displayed immunosuppressive activity in vitro. After intramyocardial injection, GFP + CMSCs were observed in heart sections of chagasic mice one week later; however, no observed GFP+ cells co-expressed troponin T or connexin-43. Histopathological analysis revealed that CMSC-treated mice had a significantly decreased number of inflammatory cells, but no reduction in fibrotic area, two months after treatment. Analysis by qRT-PCR demonstrated that cell therapy significantly decreased tumor necrosis factor-alpha expression and increased transforming growth factor-beta in heart samples. Conclusions: We conclude that the CMSCs exert a protective effect in chronic chagasic cardiomyopathy primarily through immunomodulation. © 2014 Silva et al.; licensee BioMed Central Ltd."
"1682","laporta","NO","Da Rocha, C.Q. and Queiroz, E.F. and Meira, C.S. and Moreira, D.R.M. and Soares, M.B.P. and Marcourt, L. and Vilegas, W. and Wolfender, J.-L.","2014","Dimeric flavonoids from Arrabidaea brachypoda and assessment of their anti- Trypanosoma cruzi activity","Journal of Natural Products","77","1345","1350","10.1021/np401060j","The nonpolar fraction of an aqueous ethanol extract of the roots of Arrabidaea brachypoda, a Brazilian medicinal plant, demonstrated significant in vitro activity against Trypanosoma cruzi, the parasite responsible for Chagas disease. Targeted isolation of the active constituents led to the isolation of three new dimeric flavonoids (1-3), and their structures were elucidated using UV, NMR, and HRMS analysis, as well as by chemical derivatization. The anti-T. cruzi activity and cytotoxicity toward mammalian cells were determined for these substances. Compound 1 exhibited no activity toward T. cruzi, while flavonoids 2 and 3 exhibited selective activity against these trypomastigotes. Compounds 2 and 3 inhibited the parasite invasion process and its intracellular development in host cells with similar potencies to benznidazole. In addition, compound 2 reduced the blood parasitemia of T. cruzi-infected mice. This study has revealed that these two dimeric flavonoids represent potential anti-T. cruzi lead compounds for further drug development. © 2014 The American Chemical Society and American Society of Pharmacognosy."
"1683","laporta","NO","Armendáriz-Vidales, G. and Hernández-Muñoz, L.S. and González, F.J. and De Souza, A.A. and De Abreu, F.C. and Jardim, G.A.M. and Da Silva, E.N. and Goulart, M.O.F. and Frontana, C.","2014","Nature of electrogenerated intermediates in nitro-substituted nor-β-lapachones: The structure of radical species during successive electron transfer in multiredox centers","Journal of Organic Chemistry","79","5201","5208","10.1021/jo500787q","Electrochemical, spectroelectrochemical, and theoretical studies of the reduction reactions in nor-β-lapachone derivatives including a nitro redox center showed that reduction of the compounds involves the formation of several radical intermediates, including a biradical dianion resultant from the separate reduction of the quinone and nitro groups in the molecules. Theoretical descriptions of the corresponding Fukui functions f αα+ and fββ +(r) and LUMO densities considering finite differences and frozen core approximations for describing the changes in electron and spin densities of the system allowed us to confirm these results. A description of the potential relationship with the obtained results and biological activity selectivity indexes suggests that both the formation of stable biradical dianion species and the stability of the semiquinone intermediates during further reduction are determining factors in the description of their biological activity. © 2014 American Chemical Society."
"1684","laporta","NO","Petersen, P.A.D. and Silva, A.S. and Gonçalves, M.B. and Lapolli, A.L. and Ferreira, A.M.C. and Carbonari, A.W. and Petrilli, H.M.","2014","Cd hyperfine interactions in DNA bases and DNA of mouse strains infected with trypanosoma cruzi investigated by perturbed angular correlation spectroscopy and ab initio calculations","Biochemistry","53","3446","3456","10.1021/bi401680h","In this work, perturbed angular correlation (PAC) spectroscopy is used to study differences in the nuclear quadrupole interactions of Cd probes in DNA molecules of mice infected with the Y-strain of Trypanosoma cruzi. The possibility of investigating the local genetic alterations in DNA, which occur along generations of mice infected with T. cruzi, using hyperfine interactions obtained from PAC measurements and density functional theory (DFT) calculations in DNA bases is discussed. A comparison of DFT calculations with PAC measurements could determine the type of Cd coordination in the studied molecules. To the best of our knowledge, this is the first attempt to use DFT calculations and PAC measurements to investigate the local environment of Cd ions bound to DNA bases in mice infected with Chagas disease. The obtained results also allowed the detection of local changes occurring in the DNA molecules of different generations of mice infected with T. cruzi, opening the possibility of using this technique as a complementary tool in the characterization of complicated biological systems. © 2014 American Chemical Society."
"1685","laporta","NO","Álvarez, G. and Varela, J. and Márquez, P. and Gabay, M. and Arias Rivas, C.E. and Cuchilla, K. and Echeverría, G.A. and Piro, O.E. and Chorilli, M. and Leal, S.M. and Escobar, P. and Serna, E. and Torres, S. and Yaluff, G. and Vera De Bilbao, N.I. and González, M. and Cerecetto, H.","2014","Optimization of antitrypanosomatid agents: Identification of nonmutagenic drug candidates with in vivo activity","Journal of Medicinal Chemistry","57","3984","3999","10.1021/jm500018m","Chagas disease, caused by Trypanosoma cruzi parasite, was described thousands of years ago. Currently, it affects millions of people, mostly in Latin America, and there are not suitable drugs for treating it. As an attempt to find appropriate drugs to deal with this problem, we report here on the design, synthesis, and characterization of 82 new compounds. Trypanosomicidal behavior in vitro showed more than 20 outstanding derivatives with anti-Trypanosoma cruzi activity. Furthermore, we studied the nonspecific toxicity against mammalian cells determining their selectivity and also performed mutagenicity studies. Proof of concept, in vivo studies, was conducted with two of the most promising derivatives (77 and 80). They were identified as candidates because they have (i) very simple and cost-effective syntheses; (ii) activity against different stages and strains of the parasite showing excellent in vivo behavior during the acute phase of Chagas disease; and (iii) neither nonspecific toxicity nor mutagenic activity. © 2014 American Chemical Society."
"1686","laporta","NO","Choi, J.Y. and Calvet, C.M. and Vieira, D.F. and Gunatilleke, S.S. and Cameron, M.D. and McKerrow, J.H. and Podust, L.M. and Roush, W.R.","2014","R -configuration of 4-aminopyridyl-based inhibitors of CYP51 confers superior efficacy against Trypanosoma cruzi","ACS Medicinal Chemistry Letters","5","434","439","10.1021/ml500010m","Sterol 14α-demethylase (CYP51) is an important therapeutic target for fungal and parasitic infections due to its key role in the biosynthesis of ergosterol, an essential component of the cell membranes of these pathogenic organisms. We report the development of potent and selective d-tryptophan-derived inhibitors of T. cruzi CYP51. Structural information obtained from the cocrystal structure of CYP51 and (R)-2, which is >1000-fold more potent than its enantiomer (S)-1, was used to guide design of additional analogues. The in vitro efficacy data presented here for (R)-2-(R)-8, together with preliminary in vitro pharmacokinetic data suggest that this new CYP51 inhibitor scaffold series has potential to deliver drug candidates for treatment of T. cruzi infections. © 2014 American Chemical Society."
"1687","laporta","NO","Ferreira, R.S. and Dessoy, M.A. and Pauli, I. and Souza, M.L. and Krogh, R. and Sales, A.I.L. and Oliva, G. and Dias, L.C. and Andricopulo, A.D.","2014","Synthesis, biological evaluation, and structure-activity relationships of potent noncovalent and nonpeptidic cruzain inhibitors as anti-Trypanosoma cruzi agents","Journal of Medicinal Chemistry","57","2380","2392","10.1021/jm401709b","The development of cruzain inhibitors has been driven by the urgent need to develop novel and more effective drugs for the treatment of Chagas' disease. Herein, we report the lead optimization of a class of noncovalent cruzain inhibitors, starting from an inhibitor previously cocrystallized with the enzyme (Ki = 0.8 μM). With the goal of achieving a better understanding of the structure-activity relationships, we have synthesized and evaluated a series of over 40 analogues, leading to the development of a very promising competitive inhibitor (8r, IC50 = 200 nM, Ki = 82 nM). Investigation of the in vitro trypanocidal activity and preliminary cytotoxicity revealed the potential of the most potent cruzain inhibitors in guiding further medicinal chemistry efforts to develop drug candidates for Chagas' disease. © 2014 American Chemical Society."
"1688","laporta","NO","Ferreira, L.R. and Kesper, N. and Teixeira, M.M.G. and Laurenti, M.D. and Barbieri, C.L. and Lindoso, J.A. and Umezawa, E.S.","2014","New insights about cross-reactive epitopes of six trypanosomatid genera revealed that Crithidia and Leptomonas have antigenic similarity to L. (L.) chagasi","Acta Tropica","131","41","46","10.1016/j.actatropica.2013.11.010","We investigated whether ELISA using crude antigens from insect and plant trypanosomatids, which are non-pathogenic and easily cultivated in large scale, has the same positivity data as Leishmania (Leishmania) chagasi, the etiological agent of human visceral leishmaniasis (VL) or canine leishmaniasis (CanL), or as Trypanosoma cruzi, the etiological agent of Chagas disease (CD). The antigens from Crithidia fasciculata, Crithidia luciliae, and Leptomonas seymouri showed 100% cross-reactivity with VL and CanL samples, with no statistically titers differences from L. (L.) chagasi, however, 34% (17/50) of VL samples revealed higher titers using the insect trypanosomatids than the homologous antigen. On the other hand, antigens from Strigomonas culicis, Angomonas deanei, and Phytomonas serpens showed low cross-reactivity with VL and CanL samples. The sera from patients with American tegumentary leishmaniasis showed low levels of cross-reactivity with all trypanosomatids investigated, even with L. (L) chagasi, without titers dissimilarity among them. These parasites were also worthless as antigen source for detection of CD cases, which required homologous antigens to reach 100% positivity. This study showed, by ELISA, that crude extract of Crithidia and Leptomonas have epitopes similar to L. (L.) chagasi, which supports the idea of using them as antigens source for the serodiagnosis of visceral leishmaniasis. © 2013."
"1689","laporta","NO","Rodrigues, G.C. and Feijó, D.F. and Bozza, M.T. and Pan, P. and Vullo, D. and Parkkila, S. and Supuran, C.T. and Capasso, C. and Aguiar, A.P. and Vermelho, A.B.","2014","Design, synthesis, and evaluation of hydroxamic acid derivatives as promising agents for the management of Chagas disease","Journal of Medicinal Chemistry","57","298","308","10.1021/jm400902y","Today, there are approximately 8 million cases of Chagas disease in the southern cone of South America alone, and about 100 million people are living with the risk of becoming infected. The present pharmacotherapy is sometimes ineffective and has serious side effects. Here, we report a series of 4,5-dihydroisoxazoles incorporating hydroxamate moieties, which act as effective inhibitors of the carbonic anhydrase (CA) from Trypanosoma cruzi (TcCA). One compound (5g) was evaluated in detail and shows promising features as an antitrypanosomal agent. Excellent values for the inhibition of growth for all three developmental forms of the parasite were observed at low concentrations of 5g (IC50 values from 7.0 to &lt;1 μM). The compound has a selectivity index (SI) of 6.7 and no cytotoxicity to macrophage cells. Preliminary in vivo data showed that 5g reduces bloodstream parasites and that all treated mice survived; it was also more effective than the standard drug benznidazole. © 2013 American Chemical Society."
"1690","laporta","NO","Oliveira, I.A. and Gonçalves, A.S. and Neves, J.L. and Von Itzstein, M. and Todeschini, A.R.","2014","Evidence of ternary complex formation in Trypanosoma cruzi trans-sialidase catalysis","Journal of Biological Chemistry","289","423","436","10.1074/jbc.M112.399303","Trypanosoma cruzi trans-sialidase (TcTS) is a key target protein for Chagas disease chemotherapy. In this study, we investigated the implications of active site flexibility on the biochemical mechanism of TcTS. Molecular dynamics studies revealed remarkable plasticity in the TcTS catalytic site, demonstrating, for the first time, how donor substrate engagement with the enzyme induces an acceptor binding site in the catalytic pocket that was not previously captured in crystal structures. Furthermore, NMR data showed cooperative binding between donor and acceptor substrates, supporting theoretical results. In summary, our data put forward a coherent dynamic framework to understand how a glycosidase evolved its highly efficient trans-glycosidase activity. © 2014 by The American Society for Biochemistry and Molecular Biology, Inc."
"1691","laporta","NO","Justi, S.A. and Dale, C. and Galvão, C.","2014","DNA barcoding does not separate South American Triatoma (Hemiptera: Reduviidae), Chagas Disease vectors","Parasites & vectors","7","519",NA,"10.1186/s13071-014-0519-1","BACKGROUND: DNA barcoding assumes that a biological entity is completely separated from its closest relatives by a barcoding gap, which means that intraspecific genetic distance (from COI sequences) should never be greater than interspecific distances. We investigated the applicability of this strategy in identifying species of the genus Triatoma from South America."
"1692","laporta","NO","Barrosa, K.H. and Pinto, E.G. and Tempone, A.G. and Martins, E.G.A. and Lago, J.H.G.","2014","Alchornedine, a new anti - Trypanosomal guanidine alkaloid from Alchornea glandulosa","Planta Medica","80","1310","1314","10.1055/s-0034-1382994","Bioactivity-guided fractionation of the MeOH extract from the leaves of Alchornea glandulosa afforded a new guanidine alkaloid named alchornedine, as well as two other inactive derivatives (pteroginine and pteroginidine). The structure of alchornedine, which shows a very rare ring system, was elucidated based on NMR, IR, and MS spectral analyses. This compound displayed antiprotozoal activity against Trypanosoma cruzi (Y strain). By using the MTT assay, the trypomastigotes showed an IC50 value of 93-μg/mL (443-μM), a similar effectiveness to the standard drug benznidazole. Alchornedine also showed activity against the intracellular amastigotes, with an IC50 value of 27-μg/mL (129-μM). Using benznidazole as a standard drug, this guanidine alkaloid was approximately 3-fold more effective against the intracellular form of T. cruzi. The mammalian cytotoxicity of alchornedine was verified against NCTC cells and demonstrated an IC50 of 50-μg/mL (237-μM), but this compound demonstrated a selective elimination of parasites inside macrophages without affecting the morphology of the host cells. Alchornedine was effective against both clinical forms of T. cruzi and could be used as a scaffold for future drug design studies against American trypanosomiasis. © Georg Thieme Verlag KG Stuttgart · New York."
"1693","laporta","NO","Calvet, C.M. and Vieira, D.F. and Choi, J.Y. and Kellar, D. and Cameron, M.D. and Siqueira-Neto, J.L. and Gut, J. and Johnston, J.B. and Lin, L. and Khan, S. and McKerrow, J.H. and Roush, W.R. and Podust, L.M.","2014","4-Aminopyridyl-based CYP51 inhibitors as anti-Trypanosoma cruzi drug leads with improved pharmacokinetic profile and in vivo potency","Journal of Medicinal Chemistry","57","6989","7005","10.1021/jm500448u","CYP51 is a P450 enzyme involved in the biosynthesis of the sterol components of eukaryotic cell membranes. CYP51 inhibitors have been developed to treat infections caused by fungi, and more recently the protozoan parasite Trypanosoma cruzi, the causative agent of Chagas disease. To specifically optimize drug candidates for T. cruzi CYP51 (TcCYP51), we explored the structure-activity relationship (SAR) of a N-indolyl-oxopyridinyl-4- aminopropanyl-based scaffold originally identified in a target-based screen. This scaffold evolved via medicinal chemistry to yield orally bioavailable leads with potent anti-T. cruzi activity in vivo. Using an animal model of infection with a transgenic T. cruzi Y luc strain expressing firefly luciferase, we prioritized the biaryl and N-arylpiperazine analogues by oral bioavailability and potency. The drug-target complexes for both scaffold variants were characterized by X-ray structure analysis. Optimization of both binding mode and pharmacokinetic properties of these compounds led to potent inhibitors against experimental T. cruzi infection. © 2014 American Chemical Society."
"1694","laporta","NO","Bahia, M.T. and Nascimento, A.F.S. and Mazzeti, A.L. and Marques, L.F. and Gonçalves, K.R. and Mota, L.W.R. and De Diniz, L.F. and Caldas, I.S. and Talvani, A. and Shackleford, D.M. and Koltun, M. and Saunders, J. and White, K.L. and Scandale, I. and Charman, S.A. and Chatelain, E.","2014","Antitrypanosomal activity of fexinidazole metabolites, potential new drug candidates for Chagas disease","Antimicrobial Agents and Chemotherapy","58","4362","4370","10.1128/AAC.02754-13","This study was designed to verify the in vivo efficacy of sulfoxide and sulfone fexinidazole metabolites following oral administration in a murine model of Chagas disease. Female Swiss mice infected with the Y strain of Trypanosoma cruzi were treated orally once per day with each metabolite at doses of 10 to 100 mg/kg of body weight for a period of 20 days. Parasitemia was monitored throughout, and cures were detected by parasitological and PCR assays. The results were compared with those achieved with benznidazole treatment at the same doses. Fexinidazole metabolites were effective in reducing the numbers of circulating parasites and protecting mice against death, compared with untreated mice, but without providing cures at daily doses of 10 and 25 mg/kg. Both metabolites were effective in curing mice at 50 mg/kg/day (30% to 40%) and 100 mg/kg/day (100%). In the benznidazoletreated group, parasitological cure was detected only in animals treated with the higher dose of 100 mg/kg/day (80%). Single-dose pharmacokinetic parameters for each metabolite were obtained from a parallel group of uninfected mice and were used to estimate the profiles following repeated doses. Pharmacokinetic data suggested that biological efficacy most likely resides with the sulfone metabolite (or subsequent reactive metabolites formed following reduction of the nitro group) following administration of either the sulfoxide or the sulfone and that prolonged plasma exposure over the 24-h dosing window is required to achieve high cure rates. Fexinidazole metabolites were effective in treating T. cruzi in a mouse model of acute infection, with cure rates superior to those achieved with either fexinidazole itself or benznidazole. Copyright © 2014, American Society for Microbiology. All Rights Reserved."
"1695","laporta","NO","Sánchez-Camargo, C.L. and Albajar-Viñas, P. and Wilkins, P.P. and Nieto, J. and Leiby, D.A. and Paris, L. and Scollo, K. and Flórez, C. and Guzmán-Bracho, C. and Luquetti, A.O. and Calvo, N. and Tadokoro, K. and Saez-Alquezar, A. and Palma, P.P. and Martin, M. and Flevaud, L.","2014","Comparative evaluation of 11 commercialized rapid diagnostic tests for detecting Trypanosoma cruzi antibodies in serum banks in areas of endemicity and nonendemicity","Journal of Clinical Microbiology","52","2506","2512","10.1128/JCM.00144-14","Chagas disease is one of the main public health issues in Latin America. Increasingly during the past few decades, Trypanosoma cruzi infection has been detected in North America, Europe, and the Western Pacific, mainly as a result of population movement. The limited availability of rapid serological diagnostic tests hinders rapid diagnosis and early treatment in areas of endemicity and nonendemicity. In collaboration with 11 national reference laboratories (NRLs) from different geographical areas, we evaluated the performances of commercialized serological rapid diagnostic tests (RDT) for T. cruzi infection. Eleven commercialized T. cruzi infection RDTs were evaluated on a total of 474 samples extensively tested with at least three different techniques for Chagas disease, maintained at controlled low temperatures, and stored in the serum banks of the 11 NRLs. We measured the sensitivity, specificity, and concordance of each RDT and provided an additional questionnaire to evaluate its ease of use. The selected RDTs in this study were performed under controlled laboratory conditions. Out of the 11 RDTs, we found 8 of them to be useful, with the cassette format favored over the strip. We did not observe significant differences in RDT performances in the different regions. Overall, the performance results were lower than those disclosed by the manufacturers. The results of this evaluation validate the possibility of using RDTs to diagnose Chagas disease, thereby decreasing the time to treatment at a primary health care facility for patients who are willing to be treated. Further studies should be conducted in the laboratory and in the field to confirm these data, expressly to evaluate reproducibility in resource-limited settings, or using whole blood in clinical settings in areas of endemicity and nonendemicity. Copyright © 2014, American Society for Microbiology. All Rights Reserved."
"1696","laporta","NO","Rocha, A.A. and Moretti, N.S. and Schenkman, S.","2014","Stress induces changes in the phosphorylation of Trypanosoma cruzi RNA polymerase II, affecting its association with chromatin and RNA processing","Eukaryotic Cell","13","855","865","10.1128/EC.00066-14","The phosphorylation of the carboxy-terminal heptapeptide repeats of the largest subunit ofRNApolymerase II (Pol II) controls several transcription-related events in eukaryotes. Trypanosomatids lack these typical repeats and display an unusual transcription control. RNAPol II associates with the transcription site of the spliced leader (SL) RNA, which is used in the trans-splicing of all mRNAs transcribed on long polycistronic units. We found that Trypanosoma cruzi RNA Pol II associated with chromatin is highly phosphorylated. When transcription is inhibited by actinomycin D, the enzyme runs off from SL genes, remaining hyperphosphorylated and associated with polycistronic transcription units. Upon heat shock, the enzyme is dephosphorylated and remains associated with the chromatin. Transcription is partially inhibited with the accumulation of housekeeping precursor mRNAs, except for heat shock genes. DNA damage caused dephosphorylation and transcription arrest, with RNA Pol II dissociating from chromatin although staying at the SL. In the presence of calyculin A, the hyperphosphorylated form detached from chromatin, including the SL loci. These results indicate that in trypanosomes, the unusual RNA Pol II is phosphorylated during the transcription of SL and polycistronic operons. Different types of stresses modify its phosphorylation state, affecting pre-RNA processing. © 2014, American Society for Microbiology. All Rights Reserved."
